"animal","Sire","Dam","Pop","Generation","Sex","Stage","Date","Time","Temp","Mass","Injured","Observer","Camera","Emerged","Latency.S","Latency.Cens","OF.Dist","UZ","OF.Var.Velo","AP.Dist","AP.Lat.Mov","AP.Var.Velo","Understimate.AP","Latency.unt.cen","Latency.unt.up","Latency.cen","Latency.up","JDate_dev","OF.Dist.sqrt","UZ.sqrt","OF.Var.Velo.log","AP.Dist.sqrt","AP.Lat.Mov.sqrt","AP.Var.Velo.log","UZ.log","AP.Lat.Mov.log"
10002,NA,"GI_ABQ_SD_21","ABQ","F0","F","A",2017-11-13,10.2466666666667,20.8,1042,"N","JA","Old",1,262,262,344.84,22,3.92137,129.806,96.24,1.33535,"N",262,262,16.1864140562386,16.1864140562386,-160,18.5698680663057,4.69041575982343,1.59358694702729,11.3932436118956,9.81019877474458,0.848161772821656,3.09104245335832,4.57718214944792
10005,NA,"GI_ABQ_SD_21","ABQ","F0","F","A",2017-11-09,11.1633333333333,21.4,817,"N","MAB","Old",1,225,225,1386.27,36,55.3674,753.501,52.16,25.2167,"N",225,225,15,15,-164,37.2326469647271,6,4.03189097720502,27.449972677582,7.22218803410712,3.26639661229119,3.58351893845611,3.97330623384504
10006,NA,"GI_ABQ_SD_21","ABQ","F0","F","A",2017-11-15,16.1133333333333,20.9,820,"N","RR","Old",0,NA,395,295.204,19,4.0059,243.306,107.72,4.53148,"N",395,Inf,19.8746069143518,Inf,-158,17.1815016805866,4.35889894354067,1.61061721678129,15.598269134747,10.3788245962633,1.7104554108305,2.94443897916644,4.68877576984289
10007,NA,"GI_ABQ_SD_21","ABQ","F0","M","A",2017-11-13,11.03,21.2,634,"N","JA","Old",1,0,0,67.5809,6,0.533152,161.461,156.72,3.74255,"N",0,0,0,0,-160,8.22076030547053,2.44948974278318,0.427325746964006,12.7067305000145,12.5187858836231,1.55657496573403,1.79175946922805,5.06082130900943
10008,NA,"GI_ABQ_SD_16","ABQ","F0","F","A",2017-11-21,11.3466666666667,19.9,693,"N","MAB","Old",0,NA,395,723.079,21,20.693,521.382,0.12,7.75936,"N",395,Inf,19.8746069143518,Inf,-152,26.8901283001774,4.58257569495584,3.07698962786092,22.8337907496762,0.346410161513775,2.1701228429186,3.04452243772342,0.113328685307003
10009,NA,"GI_ABQ_SD_16","ABQ","F0","M","A",2017-11-15,11.18,20.2,665,"N","HV","Old",1,74,74,597.503,20,11.488,674.454,59.04,17.403,"N",74,74,8.60232526704263,8.60232526704263,-158,24.4438744883048,4.47213595499958,2.52476818321313,25.9702522128685,7.68374908491942,2.91251369480306,2.99573227355399,4.09501100676526
10010,NA,"GI_ABQ_SD_16","ABQ","F0","M","A",2017-11-15,11.18,20.2,627,"N","HV","Old",0,NA,395,79.1904,1,0.484449,103.915,182.16,55.1227,"N",395,Inf,19.8746069143518,Inf,-158,8.8988988082796,1,0.395043659629847,10.1938707074398,13.4966662550424,4.02754036526726,0,5.21036008778889
10013,NA,"GI_ABQ_SD_28","ABQ","F0","F","A",2017-11-09,9.74666666666667,21.1,536,"N","MAB","Old",1,117,117,72.7765,1,0.108749,590.948,72.8,11.3471,"N",117,117,10.816653826392,10.816653826392,-164,8.53091437068735,1,0.103232352724673,24.3094220416694,8.53229160308062,2.5134212176862,0,4.30135873160643
10015,NA,"GI_ABQ_SF_80","ABQ","F0","M","A",2017-11-20,10.8966666666667,20.1,603,"N","JA","Old",0,NA,395,43.844,2,0.0957009,328.455,36.72,5.61091,"N",395,Inf,19.8746069143518,Inf,-153,6.62148019705564,1.4142135623731,0.0913942498215902,18.123327509042,6.05970296301725,1.88872131458459,0.693147180559945,3.63019045776526
10016,NA,"GI_ABQ_SF_80","ABQ","F0","M","A",2017-11-15,12.4133333333333,20.4,443,"N","HV","Old",1,33,33,175.974,11,1.48375,395.816,56.32,3.76853,"N",33,33,5.74456264653803,5.74456264653803,-158,13.2655192133591,3.3166247903554,0.909769514883889,19.895125031022,7.50466521571749,1.56203808130361,2.39789527279837,4.04864960295997
10017,NA,"GI_ABQ_SF_80","ABQ","F0","F","A",2017-11-15,12.4133333333333,20.4,585,"N","HV","Old",1,360,360,376.864,26,15.1002,235.86,53.28,3.49276,"N",360,360,18.9736659610103,18.9736659610103,-158,19.4129853448665,5.09901951359278,2.77883169427351,15.3577342078837,7.29931503635786,1.50246721223576,3.25809653802148,3.99415583496667
10018,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-15,16.1133333333333,20.9,570,"N","RR","Old",1,0,0,710.172,17,9.86665,385.052,29.24,3.33396,"N",0,0,0,0,-158,26.6490525159901,4.12310562561766,2.38569846596104,19.6227419083063,5.40740233383831,1.46648167372225,2.83321334405622,3.40916555131133
10020,NA,"GI_ABQ_SB_10","ABQ","F0","M","A",2017-11-14,10.48,21.1,508,"N","JD","Old",1,88,88,1519.14,30,50.9667,0,200,0,"N",88,88,9.38083151964686,9.38083151964686,-159,38.9761465514486,5.47722557505166,3.95060312883223,0,14.142135623731,0,3.40119738166216,5.30330490805908
10022,NA,"GI_ABQ_SB_10","ABQ","F0","M","A",2017-11-15,12.4133333333333,20.4,564,"N","HV","Old",0,NA,395,1348.64,20,45.4068,1078.5,6.96,24.2606,"N",395,Inf,19.8746069143518,Inf,-158,36.7238342224774,4.47213595499958,3.83744600021869,32.8405237473461,2.63818119165458,3.22924586960937,2.99573227355399,2.07442899985629
10023,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-20,10.0466666666667,19.7,575,"N","JA","Old",1,40,40,629.213,21,33.6366,874.687,0.04,14.5911,"N",40,40,6.32455532033676,6.32455532033676,-153,25.084118481621,4.58257569495584,3.54491092645203,29.5751077766422,0.2,2.74670023863061,3.04452243772342,0.0392207131532813
10024,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-15,11.18,20.2,677,"N","HV","Old",1,168,168,643.448,27,28.2963,281.716,7.4,2.61256,"N",168,168,12.9614813968157,12.9614813968157,-158,25.3662768257385,5.19615242270663,3.37746122818557,16.7843975167416,2.72029410174709,1.28441666229716,3.29583686600433,2.12823170584927
10028,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-09,11.1633333333333,21.4,773,"N","MAB","Old",1,176,176,80.4826,1,0.155807,15.9125,NA,0.00686236,"N",176,176,13.2664991614216,13.2664991614216,-164,8.97120950596964,1,0.144798801294344,3.98904750535764,NA,0.0068389211769453,0,NA
10031,NA,"GI_ABQ_SB_60","ABQ","F0","M","A",2017-11-08,16.8466666666667,20.6,506,"N","RR","Old",1,20,20,661.035,20,30.9502,691.271,81.72,16.1765,"N",20,20,4.47213595499958,4.47213595499958,-165,25.7106009264661,4.47213595499958,3.46417844058486,26.2920330138238,9.03991150399162,2.84354217053937,2.99573227355399,4.41546141076012
10032,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-20,10.8966666666667,20.1,664,"N","JA","Old",0,NA,395,58.561,2,0.134734,207.806,7.76,0.91449,"N",395,Inf,19.8746069143518,Inf,-153,7.65251592615135,1.4142135623731,0.126398262233,14.4154777929835,2.78567765543682,0.649451268625671,0.693147180559945,2.1701959049483
10033,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-20,10.8966666666667,20.1,634,"N","JA","Old",0,40,395,301.164,18,2.27294,487.094,21.76,7.16017,"N",395,Inf,19.8746069143518,Inf,-153,17.3540773307024,4.24264068711928,1.18568866354533,22.0702061612482,4.66476151587624,2.09926500209234,2.89037175789616,3.12500460925813
10034,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-13,10.2466666666667,20.8,692,"N","JA","Old",1,0,0,683.514,20,30.663,560.807,64.88,8.97527,"N",0,0,0,0,-160,26.1441006730008,4.47213595499958,3.45514880675463,23.6813639809872,8.05481222624091,2.30010903007878,2.99573227355399,4.18783490530944
10035,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-08,16.8466666666667,20.6,491,"N","RR","Old",0,NA,395,111.842,15,0.273576,454.462,41.8,6.74191,"N",395,Inf,19.8746069143518,Inf,-165,10.5755378113834,3.87298334620742,0.241828691709321,21.318114363142,6.46529195009785,2.04664842718476,2.70805020110221,3.75653810258775
10037,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-16,14.8466666666667,20.5,624,"N","BK","Old",1,312,312,972.72,25,55.891,814.891,19.32,17.7175,"N",312,312,17.6635217326557,17.6635217326557,-157,31.1884594040809,5,4.04113715638975,28.5462957316707,4.39545219516718,2.9294589151227,3.2188758248682,3.01160562271028
10038,NA,"GI_ABQ_SB_60","ABQ","F0","M","A",2017-11-16,14.0633333333333,20.3,467,"N","BK","Old",1,0,0,60.527,1,0.202138,244.441,11.68,1.37507,"N",0,0,0,0,-157,7.77991002518667,1,0.184101638175253,15.6346090453199,3.41760149812701,0.865026910736475,0,2.54002594900908
10040,NA,"GI_ABQ_SB_60","ABQ","F0","M","A",2017-11-16,14.0633333333333,20.3,499,"N","BK","Old",0,NA,395,400.999,22,7.32799,1042.11,24.52,19.7013,"N",395,Inf,19.8746069143518,Inf,-157,20.0249594256767,4.69041575982343,2.11962213054345,32.2817285782531,4.95176736125598,3.03019650023173,3.09104245335832,3.23946245847659
10042,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-15,16.1133333333333,20.9,830,"N","RR","Old",1,65,65,41.8359,1,0.08005,336.173,90.88,7.54484,"N",65,65,8.06225774829855,8.06225774829855,-158,6.4680677176418,1,0.0770073363607841,18.3350211344301,9.53310023025039,2.14532759199202,0,4.5204833778209
10043,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-21,11.3466666666667,19.9,556,"N","MAB","Old",0,NA,395,541.04,28,9.97946,391.284,8.16,4.94942,"N",395,Inf,19.8746069143518,Inf,-152,23.2602665504934,5.29150262212918,2.39602625454412,19.7808998784181,2.85657137141714,1.78329373581456,3.3322045101752,2.21484617868604
10044,NA,"GI_ABQ_SB_60","ABQ","F0","F","A",2017-11-08,12.58,20.5,478,"N","HV","Old",1,96,96,51.0367,6,0.634893,460.608,50.28,13.4808,"N",96,96,9.79795897113271,9.79795897113271,-165,7.14399748040269,2.44948974278318,0.491577358782626,21.4617799820984,7.09083916049434,2.67282363405021,1.79175946922805,3.93730081261241
10045,NA,"GI_ABQ_SB_60","ABQ","F0","M","A",2017-11-07,16.0466666666667,20.8,585,"N","JA","Old",0,NA,395,28.7753,1,0.0177163,853.718,8.88,10.7878,"N",395,Inf,19.8746069143518,Inf,-166,5.36426136574272,1,0.0175611955952977,29.2184530733576,2.97993288515027,2.467065098325,0,2.29051251175978
10046,NA,"GI_ABQ_SB_10","ABQ","F0","M","A",2017-11-14,15.7966666666667,21.4,538,"N","HV","Old",1,54,54,640.669,20,31.6786,377.936,6.08,5.62097,"N",54,54,7.34846922834953,7.34846922834953,-159,25.3114401012665,4.47213595499958,3.48672042941687,19.4405761231503,2.46576560118759,1.89024188489484,2.99573227355399,1.95727390770563
10047,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-14,9.74666666666667,20.9,560,"N","JD","Old",1,105,105,946.97,31,46.2659,0,200,0,"N",105,105,10.2469507659596,10.2469507659596,-159,30.7728776684924,5.56776436283002,3.85578910527016,0,14.142135623731,0,3.43398720448515,5.30330490805908
10048,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-14,15.1133333333333,21,655,"N","HV","Old",0,NA,395,81.3102,1,0.138281,574.152,0.04,7.4177,"N",395,Inf,19.8746069143518,Inf,-159,9.01721686553007,1,0.129519229652143,23.9614690701551,0.2,2.13033663179459,0,0.0392207131532813
10049,NA,"GI_ABQ_SB_10","ABQ","F0","F","A",2017-11-14,15.7966666666667,21.4,548,"N","HV","Old",1,33,33,329.709,20,10.8977,1106.07,0.04,17.777,"N",33,33,5.74456264653803,5.74456264653803,-159,18.1578908466815,4.47213595499958,2.47634510412609,33.2576307033439,0.2,2.93263271661067,2.99573227355399,0.0392207131532813
10050,NA,"GI_ABQ_SB_10","ABQ","F0","M","A",2017-11-08,11.4966666666667,20.3,503,"N","HV","Old",0,NA,395,304.349,20,6.69372,426.076,3.96,6.05638,"N",395,Inf,19.8746069143518,Inf,-165,17.4456011647636,4.47213595499958,2.04040441167414,20.6416084644584,1.98997487421324,1.95393217212965,2.99573227355399,1.60140574073684
10053,NA,"GI_ABQ_SB_41","ABQ","F0","M","A",2017-11-15,12.4133333333333,20.4,525,"N","HV","Old",1,360,360,24.5049,1,0.028206,128.749,97.76,0.803752,"N",360,360,18.9736659610103,18.9736659610103,-158,4.9502424183064,1,0.0278155360628168,11.3467616525597,9.88736567544662,0.589868939906438,0,4.59269266447698
10054,NA,"GI_ABQ_SB_41","ABQ","F0","F","A",2017-11-17,9.99666666666667,20.4,550,"N","HL","Old",1,205,205,222.746,19,2.9678,380.406,12.56,2.6489,"N",205,205,14.3178210632764,14.3178210632764,-156,14.9246775509557,4.35889894354067,1.37821178492653,19.5039995898277,3.54400902933387,1.29442575231036,2.94443897916644,2.60712428251225
10055,NA,"GI_ABQ_SB_41","ABQ","F0","F","A",2017-11-08,16.1633333333333,20.5,513,"N","RR","Old",0,NA,395,692.585,20,15.5598,225.514,4.8,1.03243,"N",395,Inf,19.8746069143518,Inf,-165,26.3170097085516,4.47213595499958,2.8069780715895,15.0171235594571,2.19089023002066,0.709232121502343,2.99573227355399,1.75785791755237
10066,NA,"GI_ABQ_SB_41","ABQ","F0","F","A",2017-11-20,10.8966666666667,20.1,512,"N","JA","Old",0,NA,395,666.067,34,17.812,598.391,8.96,8.39816,"N",395,Inf,19.8746069143518,Inf,-153,25.8082738671148,5.8309518948453,2.9344949640828,24.4620318044107,2.99332590941915,2.24051392543462,3.52636052461616,2.29857707159651
10067,NA,"GI_ABQ_SB_41","ABQ","F0","F","A",2017-11-14,15.1133333333333,21,519,"N","HV","Old",1,161,161,301.527,13,5.5721,360.35,12.8,3.38849,"N",161,161,12.6885775404495,12.6885775404495,-159,17.3645328183628,3.60555127546399,1.88283341612743,18.9828870301648,3.57770876399966,1.47898520436452,2.56494935746154,2.62466859216316
10068,NA,"GI_ABQ_SB_41","ABQ","F0","M","A",2017-11-16,14.8466666666667,20.5,610,"N","BK","Old",1,242,242,395.627,24,10.0568,316.227,15.6,3.10282,"N",242,242,15.556349186104,15.556349186104,-157,19.8903745565537,4.89897948556636,2.40304562330768,17.78277256223,3.9496835316263,1.41167454215894,3.17805383034795,2.8094026953625
10070,NA,"GI_ABQ_SB_41","ABQ","F0","M","A",2017-11-08,16.1633333333333,20.5,605,"N","RR","Old",0,NA,395,109.414,1,0.407942,0,200,0,"N",395,Inf,19.8746069143518,Inf,-165,10.4601147221242,1,0.34212906370557,0,14.142135623731,0,0,5.30330490805908
10072,NA,"GI_AZ_AG_278","AG","F0","M","A",2017-12-28,15.88,20.2,556,"N","JD","Old",0,NA,395,258.364,9,4.65793,966.479,1.92,28.9816,"N",395,Inf,19.8746069143518,Inf,-115,16.0737052355703,3,1.73305810093999,31.0882453670194,1.3856406460551,3.40058386016299,2.19722457733622,1.07158361628019
10073,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-03,15.63,19.9,644,"Y","MAB","Old",1,150,150,29.9655,2,0.114995,173.997,11.24,1.56558,"N",150,150,12.2474487139159,12.2474487139159,-109,5.47407526437114,1.4142135623731,0.108849920597095,13.1907922430762,3.35261092284804,0.942184573918965,0.693147180559945,2.50470927708418
10074,NA,"GI_AZ_AG_278","AG","F0","M","A",2018-01-08,12.6633333333333,20.2,551,"N","MAB","Old",1,335,335,39.4348,1,0.133185,378.217,0.12,12.2293,"N",335,335,18.3030052177231,18.3030052177231,-104,6.279713369255,1,0.125032252035222,19.4478019323521,0.346410161513775,2.58243406667417,0,0.113328685307003
10076,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-04,16.0633333333333,19.8,555,"N","MAB","Old",0,NA,395,235.737,12,1.97629,330.766,32.24,2.70382,"N",395,Inf,19.8746069143518,Inf,-108,15.353729188702,3.46410161513775,1.09067755845983,18.1869733600729,5.67802782663136,1.30936471949079,2.484906649788,3.50375396998725
10078,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-03,14.5633333333333,19.8,627,"N","MAB","Old",0,NA,395,125.091,3,0.24258,117.198,89,0.725107,"N",395,Inf,19.8746069143518,Inf,-109,11.1844087908123,1.73205080756888,0.217189863233844,10.8258025106687,9.4339811320566,0.545289077545112,1.09861228866811,4.49980967033027
10079,NA,"GI_AZ_AG_278","AG","F0","M","A",2018-01-05,10.6466666666667,20.2,420,"N","MAB","Old",0,NA,395,700.038,22,8.96467,813.472,0.04,5.9178,"N",395,Inf,19.8746069143518,Inf,-107,26.4582312333988,4.69041575982343,2.29904583721074,28.5214305391577,0.2,1.93409780000745,3.09104245335832,0.0392207131532813
10080,NA,"GI_AZ_AG_278","AG","F0","M","A",2017-12-29,10.4966666666667,20.1,529,"N","MAB","Old",1,40,40,308.727,22,4.95412,274.029,0.4,5.26181,"N",40,40,6.32455532033676,6.32455532033676,-114,17.5706289016643,4.69041575982343,1.78408341690846,16.5538213111052,0.632455532033676,1.83446928070004,3.09104245335832,0.336472236621213
10081,NA,"GI_AZ_AG_278","AG","F0","M","A",2018-01-08,15.9133333333333,20.2,526,"N","JD","Old",1,353,353,70.7041,6,0.416246,335.19,12.2,12.5715,"N",353,353,18.7882942280559,18.7882942280559,-104,8.4085730061646,2.44948974278318,0.348009708995985,18.3081948864436,3.4928498393146,2.60797200568927,1.79175946922805,2.58021682959233
10082,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-08,11.5633333333333,19.9,789,"N","MAB","Old",1,48,48,172.764,12,2.23345,278.536,4.52,4.56052,"N",48,48,6.92820323027551,6.92820323027551,-104,13.1439720024048,3.46410161513775,1.1735496786645,16.6893978321568,2.12602916254693,1.71569162906914,2.484906649788,1.708377860289
10083,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-03,14.03,19.8,628,"N","MAB","Old",0,NA,395,62.5772,1,0.107046,274.307,0.12,2.25079,"N",395,Inf,19.8746069143518,Inf,-109,7.9105752003252,1,0.101695206612038,16.5622160353016,0.346410161513775,1.17889804372631,0,0.113328685307003
10085,NA,"GI_AZ_AG_278","AG","F0","F","A",2018-01-08,12.1133333333333,20.1,617,"N","MAB","Old",1,24,24,57.3982,6,0.781831,223.321,0.92,3.06169,"N",24,24,4.89897948556636,4.89897948556636,-104,7.57615997719161,2.44948974278318,0.577641487289776,14.9439285330197,0.959166304662544,1.40159914316072,1.79175946922805,0.65232518603969
10087,NA,"GI_AZ_AG_278","AG","F0","M","A",2017-12-29,9.91333333333333,20.1,406,"N","MAB","Old",1,58,58,499.986,32,9.15736,545.419,1.8,9.15087,"N",58,58,7.61577310586391,7.61577310586391,-114,22.3603667232897,5.65685424949238,2.31819856586573,23.3542073297297,1.34164078649987,2.31755941610025,3.46573590279973,1.02961941718116
10088,NA,"GI_AZ_AG_278","AG","F0","F","A",2017-12-28,14.6633333333333,20.1,483,"N","JD","Old",0,NA,395,122.337,6,0.996299,150.028,7.08,2.63553,"N",395,Inf,19.8746069143518,Inf,-115,11.0606057700291,2.44948974278318,0.691294966269631,12.2485917557897,2.66082693913001,1.29075490503377,1.79175946922805,2.089391872533
10089,NA,"GI_AZ_AG_278","AG","F0","F","A",2017-12-29,13.3466666666667,19.9,648,"N","JD","Old",1,147,147,286.726,20,2.06386,296.216,3.2,2.01447,"N",147,147,12.1243556529821,12.1243556529821,-114,16.9329855607332,4.47213595499958,1.11967555892843,17.2109267617987,1.78885438199983,1.10342402699865,2.99573227355399,1.43508452528932
10090,NA,"GI_AZ_AG_278","AG","F0","M","A",2018-01-08,11.5633333333333,19.9,566,"N","MAB","Old",0,NA,395,343.512,11,9.70491,215.263,6.08,4.17459,"N",395,Inf,19.8746069143518,Inf,-104,18.5340767237,3.3166247903554,2.37070251471999,14.6718437832469,2.46576560118759,1.64376010895966,2.39789527279837,1.95727390770563
10091,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-05,12.9133333333333,19.9,656,"N","JD","Old",1,370,370,115.131,6,0.861237,177.25,6.04,2.35924,"N",370,370,19.2353840616713,19.2353840616713,-107,10.729911462822,2.44948974278318,0.621241320438298,13.3135269556943,2.4576411454889,1.211714757914,1.79175946922805,1.95160817016995
10094,NA,"GI_AZ_AG_281","AG","F0","M","A",2018-01-04,16.0633333333333,19.8,553,"N","MAB","Old",1,219,219,576.506,19,12.1416,224.089,0.16,14.4818,"N",219,219,14.7986485869487,14.7986485869487,-108,24.0105393525427,4.35889894354067,2.57578277124485,14.9696025331336,0.4,2.73966514047146,2.94443897916644,0.148420005118273
10095,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-03,15.08,19.9,741,"Y","MAB","Old",1,154,154,81.1197,5,0.248284,143.745,92.48,1.26592,"N",154,154,12.4096736459909,12.4096736459909,-109,9.00664754500808,2.23606797749979,0.221769808161017,11.9893702920545,9.61665222413705,0.817980857481272,1.6094379124341,4.53774750967066
10096,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-04,15.3633333333333,19.9,580,"N","MAB","Old",0,NA,395,895.893,29,17.9619,328.402,1.12,6.39652,"N",395,Inf,19.8746069143518,Inf,-108,29.9314717312731,5.3851648071345,2.94243170277656,18.1218652461605,1.05830052442584,2.00100961932811,3.36729582998647,0.751416088683921
10097,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-03,14.03,19.8,488,"N","MAB","Old",1,81,81,552.172,28,10.4826,209.264,66.4,4.5314,"N",81,81,9,9,-109,23.498340366928,5.29150262212918,2.44083284608474,14.4659600441865,8.14861951498535,1.71044094805047,3.3322045101752,4.21064501791826
10098,NA,"GI_AZ_AG_281","AG","F0","F","A",2017-12-28,13.9966666666667,19.8,587,"N","JD","Old",1,307,307,110.948,12,0.732338,121.013,141.72,1.48785,"N",307,307,17.5214154679352,17.5214154679352,-115,10.5331856529732,3.46410161513775,0.54947194121641,11.0005908932202,11.9046209515465,0.911418883670387,2.484906649788,4.9608846688317
10099,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-05,10.13,20,644,"N","MAB","Old",0,NA,395,555.904,27,8.34395,66.9328,64.84,0.219101,"N",395,Inf,19.8746069143518,Inf,-107,23.5776165037944,5.19615242270663,2.23472907504416,8.18124684873889,8.05232885567896,0.198113701865881,3.29583686600433,4.18722755636881
10100,NA,"GI_AZ_AG_281","AG","F0","M","A",2018-01-05,13.5133333333333,20.2,638,"N","JD","Old",1,133,133,894.102,17,20.5572,181.935,38.4,13.7173,"N",133,133,11.5325625946708,11.5325625946708,-107,29.9015384219608,4.12310562561766,3.07070986747707,13.4883282878198,6.19677335393187,2.68902367256346,2.83321334405622,3.67376581630389
10101,NA,"GI_AZ_AG_281","AG","F0","M","A",2018-01-08,12.6633333333333,20.2,550,"N","MAB","Old",1,147,147,607.828,20,19.6767,97.5462,2.08,0.617662,"N",147,147,12.1243556529821,12.1243556529821,-104,24.6541680046194,4.47213595499958,3.02900746243878,9.87654797993712,1.4422205101856,0.480981896937291,2.99573227355399,1.12492959698548
10103,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-05,14.9133333333333,19.9,646,"N","JD","Old",1,36,36,507.063,12,6.08745,335.948,29.24,4.90871,"N",36,36,6,6,-107,22.518059419053,3.46410161513775,1.95832561435526,18.3288843086534,5.40740233383831,1.77642753348107,2.484906649788,3.40916555131133
10106,NA,"GI_AZ_AG_281","AG","F0","M","A",2017-12-29,12.5133333333333,19.8,559,"N","JD","Old",1,112,112,722.516,28,51.64,272.959,1.32,10.7255,"N",112,112,10.5830052442584,10.5830052442584,-114,26.8796577359162,5.29150262212918,3.96347628701706,16.5214708788292,1.14891252930761,2.46176595734636,3.3322045101752,0.841567185678219
10107,NA,"GI_AZ_AG_281","AG","F0","M","A",2017-12-29,10.4966666666667,20.1,629,"N","MAB","Old",0,NA,395,267.729,20,5.744,223.465,97.12,10.1015,"N",395,Inf,19.8746069143518,Inf,-114,16.362426470423,4.47213595499958,1.90865322069955,14.9487457667859,9.85494799580394,2.40708023432349,2.99573227355399,4.58619121939029
10108,NA,"GI_AZ_AG_281","AG","F0","F","A",2017-12-29,13.3466666666667,19.9,598,"N","JD","Old",1,187,187,582.669,25,22.3663,456.7,15.96,16.5902,"N",187,187,13.6747943311773,13.6747943311773,-114,24.138537652476,5,3.15129481338056,21.3705404704701,3.99499687108764,2.86734192878147,3.2188758248682,2.83085763036376
10109,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-05,10.6466666666667,20.2,732,"N","MAB","Old",1,41,41,685.186,24,8.2841,361.948,2.72,9.38625,"N",41,41,6.40312423743285,6.40312423743285,-107,26.1760577627725,4.89897948556636,2.22830325957348,19.0249310117015,1.64924225024706,2.34048281599705,3.17805383034795,1.31372366828506
10110,NA,"GI_AZ_AG_281","AG","F0","F","A",2018-01-04,13.33,19.5,547,"Y","JD","Old",0,NA,395,180.438,17,1.4186,326.512,6.12,5.00359,"N",395,Inf,19.8746069143518,Inf,-108,13.4327212432924,4.12310562561766,0.883188860369038,18.0696430512614,2.4738633753706,1.79235762363137,2.83321334405622,1.96290772542388
10111,NA,"GI_AZ_AG_234","AG","F0","M","A",2018-01-03,15.08,19.9,399,"N","MAB","Old",0,NA,395,583.251,20,6.27429,116.76,0.04,2.79232,"N",395,Inf,19.8746069143518,Inf,-109,24.1505900549034,4.47213595499958,1.98434621379318,10.8055541273921,0.2,1.33297796901795,2.99573227355399,0.0392207131532813
10112,NA,"GI_AZ_AG_234","AG","F0","F","A",2018-01-03,14.5633333333333,19.8,491,"N","MAB","Old",1,287,287,667.506,20,7.16009,389.843,0.04,3.55393,"N",287,287,16.9410743460974,16.9410743460974,-109,25.8361374822166,4.47213595499958,2.09925519832696,19.7444422559869,0.2,1.51599059642108,2.99573227355399,0.0392207131532813
10113,NA,"GI_AZ_AG_234","AG","F0","F","A",2018-01-05,9.63,19.9,570,"N","MAB","Old",1,71,71,442.321,21,8.28377,624.059,2.24,8.35222,"N",71,71,8.42614977317636,8.42614977317636,-107,21.0314288625381,4.58257569495584,2.22826771430092,24.9811729108143,1.49666295470958,2.23561374827289,3.04452243772342,1.17557332980424
10114,NA,"GI_AZ_AG_234","AG","F0","F","A",2017-12-28,10.8633333333333,19.8,462,"N","MAB","Old",1,1,1,983.606,23,33.2006,1144.69,7.12,15.8729,"N",1,1,1,1,-115,31.3624935233154,4.79583152331272,3.53224318777432,33.8332676518246,2.66833281282527,2.8257087845703,3.13549421592915,2.09433015417359
10115,NA,"GI_AZ_AG_234","AG","F0","M","A",2018-01-08,15.3633333333333,19.9,532,"N","JD","Old",0,NA,395,43.0248,1,0.0561742,332.385,117.28,8.41513,"N",395,Inf,19.8746069143518,Inf,-104,6.55932923399946,1,0.0546531338005274,18.231428907247,10.8295890965447,2.24231796976737,0,4.77305469498428
10116,NA,"GI_AZ_AG_234","AG","F0","F","A",2017-12-28,15.28,20.1,588,"N","JD","Old",1,214,214,96.1654,3,1.17865,290.819,19.48,3.65079,"N",214,214,14.6287388383278,14.6287388383278,-115,9.80639587208267,1.73205080756888,0.778705418921531,17.0534160800703,4.41361529814278,1.53703709764229,1.09861228866811,3.01944880017131
10118,NA,"GI_AZ_AG_234","AG","F0","M","A",2018-01-05,12.9133333333333,19.9,472,"N","JD","Old",1,5,5,549.351,25,19.2857,342.194,2.24,9.12023,"N",5,5,2.23606797749979,2.23606797749979,-107,23.4382379883813,5,3.00991620432035,18.49848642457,1.49666295470958,2.31453639087379,3.2188758248682,1.17557332980424
